method,fit_scope,seed,target_alpha,condition,coverage,selective_risk,risk_excess,worst_condition_risk
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.1,turbidity_s1,0.20125244618395308,0.0772291521685357,-0.02277084783146431,0.0772291521685357
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.1,turbidity_s2,0.20804305283757338,0.07710230025602231,-0.022897699743977692,0.07710230025602231
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.1,turbidity_s3,0.2124461839530333,0.08226312616026807,-0.017736873839731937,0.08226312616026807
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.1,lowlight_s1,0.16095890410958907,0.06902529908078855,-0.03097470091921145,0.06902529908078855
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.1,lowlight_s2,0.0640508806262231,0.0666789629749171,-0.033321037025082906,0.0666789629749171
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.1,lowlight_s3,0.05747553816046968,0.14115260515714062,0.041152605157140615,0.14115260515714062
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.1,blur_s1,0.19446183953033272,0.07981946771648503,-0.020180532283514976,0.07981946771648503
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.1,blur_s2,0.19414872798434443,0.09131380621540744,-0.008686193784592566,0.09131380621540744
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.1,blur_s3,0.19409001956947164,0.11440997811067584,0.014409978110675833,0.11440997811067584
global_crc,calibration_cluster_mean,,0.15,clean,0.43,0.12183990865158303,-0.02816009134841696,0.12183990865158303
global_crc,calibration_cluster_mean,,0.15,color_s1,0.43,0.12269894108904682,-0.027301058910953177,0.12269894108904682
global_crc,calibration_cluster_mean,,0.15,color_s2,0.43,0.12513474735301858,-0.024865252646981417,0.12513474735301858
global_crc,calibration_cluster_mean,,0.15,color_s3,0.43,0.12991690822633395,-0.020083091773666045,0.12991690822633395
global_crc,calibration_cluster_mean,,0.15,turbidity_s1,0.43,0.11998657785135801,-0.030013422148641986,0.11998657785135801
global_crc,calibration_cluster_mean,,0.15,turbidity_s2,0.43,0.12000035310572515,-0.02999964689427484,0.12000035310572515
global_crc,calibration_cluster_mean,,0.15,turbidity_s3,0.43,0.12600316362501165,-0.02399683637498834,0.12600316362501165
global_crc,calibration_cluster_mean,,0.15,lowlight_s1,0.43,0.12374183978640393,-0.02625816021359606,0.12374183978640393
global_crc,calibration_cluster_mean,,0.15,lowlight_s2,0.43,0.1345964112472004,-0.015403588752799596,0.1345964112472004
global_crc,calibration_cluster_mean,,0.15,lowlight_s3,0.43,0.2117240542399171,0.061724054239917114,0.2117240542399171
global_crc,calibration_cluster_mean,,0.15,blur_s1,0.43,0.12655660127282303,-0.02344339872717696,0.12655660127282303
global_crc,calibration_cluster_mean,,0.15,blur_s2,0.43,0.1427585977424407,-0.007241402257559287,0.1427585977424407
global_crc,calibration_cluster_mean,,0.15,blur_s3,0.43,0.16908469291887093,0.019084692918870938,0.16908469291887093
oracle_condition_crc,condition_label_diagnostic_only,,0.15,clean,0.5400000000000001,0.14203222114013134,-0.007967778859868657,0.14203222114013134
oracle_condition_crc,condition_label_diagnostic_only,,0.15,color_s1,0.5099999999999998,0.13799776298324523,-0.012002237016754763,0.13799776298324523
oracle_condition_crc,condition_label_diagnostic_only,,0.15,color_s2,0.5,0.13860100509575843,-0.011398994904241566,0.13860100509575843
oracle_condition_crc,condition_label_diagnostic_only,,0.15,color_s3,0.4800000000000001,0.1396986332258554,-0.010301366774144588,0.1396986332258554
oracle_condition_crc,condition_label_diagnostic_only,,0.15,turbidity_s1,0.5400000000000001,0.14033433050282443,-0.009665669497175566,0.14033433050282443
oracle_condition_crc,condition_label_diagnostic_only,,0.15,turbidity_s2,0.5600000000000002,0.14492741725469052,-0.005072582745309473,0.14492741725469052
oracle_condition_crc,condition_label_diagnostic_only,,0.15,turbidity_s3,0.5199999999999998,0.14347482599788075,-0.006525174002119244,0.14347482599788075
oracle_condition_crc,condition_label_diagnostic_only,,0.15,lowlight_s1,0.5199999999999998,0.14109660493842838,-0.008903395061571617,0.14109660493842838
oracle_condition_crc,condition_label_diagnostic_only,,0.15,lowlight_s2,0.4400000000000001,0.13654098174690907,-0.013459018253090926,0.13654098174690907
oracle_condition_crc,condition_label_diagnostic_only,,0.15,lowlight_s3,0.019999999999999997,0.12620590209487986,-0.023794097905120132,0.12620590209487986
oracle_condition_crc,condition_label_diagnostic_only,,0.15,blur_s1,0.5199999999999998,0.1426679864470264,-0.007332013552973582,0.1426679864470264
oracle_condition_crc,condition_label_diagnostic_only,,0.15,blur_s2,0.42,0.14074630078953831,-0.00925369921046168,0.14074630078953831
oracle_condition_crc,condition_label_diagnostic_only,,0.15,blur_s3,0.2,0.11935021504602024,-0.030649784953979756,0.11935021504602024
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.15,clean,0.46240704500978463,0.12928320991477005,-0.020716790085229947,0.12928320991477005
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.15,color_s1,0.45692759295499014,0.1291200747865117,-0.020879925213488304,0.1291200747865117
