method,fit_scope,condition,degradation_type,severity,split,temperature,miou,pixel_accuracy,mean_accuracy,mean_dice,nll,brier_score,ece,error_auroc,aurc,mean_confidence,mean_correct_confidence,mean_wrong_confidence
pooled,pooled,blur_s2,blur,2,calibration,2.28497280189414,0.6160845328433212,0.8169513394662052,0.7075878461429582,0.7294928985468264,0.6086794027273332,0.28459973785249426,0.026827419621926522,0.7593747323842476,0.08028680974359789,0.8285141587257385,0.8585955500602722,0.6942598223686218
per_degradation,per_degradation,blur_s2,blur,2,calibration,2.3930363424804875,0.6160845328433212,0.8169513394662052,0.7075878461429582,0.7294928985468264,0.6076965713065509,0.28455943495171254,0.024645890209664723,0.7586874351865995,0.08046232917974207,0.8156614899635315,0.8459015488624573,0.6806992888450623
raw,none,blur_s3,blur,3,calibration,1.0,0.5558521535235257,0.7888478550555318,0.6527985358272904,0.6777877237970379,1.1571542385687748,0.357750749116256,0.1488804912471146,0.7633210581815665,0.09969255952196558,0.9377270340919495,0.9614757299423218,0.8490039706230164
clean_global,clean_global,blur_s3,blur,3,calibration,2.197198903975547,0.5558521535235257,0.7888478550555318,0.6527985358272904,0.6777877237970379,0.7020690408471513,0.32277708674130373,0.044692564475127455,0.7600334984889551,0.10115693717149435,0.8335152268409729,0.8695917129516602,0.6987364888191223
pooled,pooled,blur_s3,blur,3,calibration,2.28497280189414,0.5558521535235257,0.7888478550555318,0.6527985358272904,0.6777877237970379,0.696502690264442,0.321756549440381,0.03461619695888972,0.7596083640475112,0.10127310525422809,0.8233606219291687,0.8596839904785156,0.687659502029419
per_degradation,per_degradation,blur_s3,blur,3,calibration,2.3930363424804875,0.5558521535235257,0.7888478550555318,0.6527985358272904,0.6777877237970379,0.6921477593606284,0.3208810689786798,0.02369175479935042,0.7590633070915239,0.10141859831185679,0.8104973435401917,0.8470101952552795,0.6740880608558655
raw,none,clean,clean,0,val,1.0,0.6029517785492062,0.8567014371967752,0.6949477871487989,0.7197176102278627,0.752649801143954,0.23994911406501063,0.08911857645608692,0.7908665714998764,0.055773393551609526,0.9458194375038147,0.9635990858078003,0.8395245671272278
clean_global,clean_global,clean,clean,0,val,2.197198903975547,0.6029517785492062,0.8567014371967752,0.6949477871487989,0.7197176102278627,0.5069515755913211,0.22769287723021603,0.021327762823179892,0.7866325763932398,0.056579852635194994,0.8427739143371582,0.868781566619873,0.6872886419296265
pooled,pooled,clean,clean,0,val,2.28497280189414,0.6029517785492062,0.8567014371967752,0.6949477871487989,0.7197176102278627,0.5080129479708737,0.22847822494521353,0.02547081782916752,0.7861042967622737,0.05668759542502066,0.8326014876365662,0.8587432503700256,0.6763145327568054
per_degradation,per_degradation,clean,clean,0,val,2.197198903975547,0.6029517785492062,0.8567014371967752,0.6949477871487989,0.7197176102278627,0.5069515755913211,0.22769287723021603,0.021327762823179892,0.7866325763932398,0.056579852635194994,0.8427739143371582,0.868781566619873,0.6872886419296265
raw,none,color_s1,color_attenuation,1,val,1.0,0.5984192236694343,0.8545077017634608,0.6938130862688833,0.7172870197128727,0.7262443409299923,0.24090297245725287,0.08829028980939674,0.791000563765944,0.055840393581542115,0.9427978992462158,0.9614261388778687,0.8333901762962341
clean_global,clean_global,color_s1,color_attenuation,1,val,2.197198903975547,0.5984192236694343,0.8545077017634608,0.6938130862688833,0.7172870197128727,0.49859151738600826,0.22874817283911975,0.023110505117316618,0.7868461663539665,0.05676879431804115,0.8390604853630066,0.865860104560852,0.6816604733467102
pooled,pooled,color_s1,color_attenuation,1,val,2.28497280189414,0.5984192236694343,0.8545077017634608,0.6938130862688833,0.7172870197128727,0.5002739636321046,0.22956253032524654,0.02740122562189525,0.7863320163247314,0.056884162148717846,0.8288615345954895,0.8557845950126648,0.6707363128662109
per_degradation,per_degradation,color_s1,color_attenuation,1,val,2.1902632567306903,0.5984192236694343,0.8545077017634608,0.6938130862688833,0.7172870197128727,0.4985175891191085,0.22869549403633338,0.022814384723784484,0.7868860643802933,0.056759824744383916,0.8398539423942566,0.8666412830352783,0.6825261116027832
raw,none,color_s2,color_attenuation,2,val,1.0,0.591730149174371,0.8499892886552274,0.6899459383742661,0.7105070800817295,0.706932776957705,0.24356961776495342,0.09008322126105545,0.7938322640437975,0.05688807547086604,0.9400725960731506,0.9604910016059875,0.8243770003318787
clean_global,clean_global,color_s2,color_attenuation,2,val,2.197198903975547,0.591730149174371,0.8499892886552274,0.6899459383742661,0.7105070800817295,0.4944426436402482,0.23062202701829884,0.024106363195314808,0.789670154964597,0.058064180969830625,0.8346413373947144,0.8631584644317627,0.6730580925941467
pooled,pooled,color_s2,color_attenuation,2,val,2.28497280189414,0.591730149174371,0.8499892886552274,0.6899459383742661,0.7105070800817295,0.4967029824104483,0.23148091851848446,0.02876002279289048,0.7891653284893392,0.05818530948365271,0.8243586421012878,0.8529713749885559,0.6622332334518433
per_degradation,per_degradation,color_s2,color_attenuation,2,val,2.1902632567306903,0.591730149174371,0.8499892886552274,0.6899459383742661,0.7105070800817295,0.49432135898410096,0.2305662036849302,0.02377777212564103,0.7897093497098355,0.05805470917344105,0.8354417681694031,0.8639488220214844,0.6739161014556885
raw,none,color_s3,color_attenuation,3,val,1.0,0.5836972337804305,0.8470218838440592,0.6826446485814321,0.7006991188605013,0.7080764881189192,0.24646835462324876,0.09029176306193445,0.7933547423668692,0.05779339343102412,0.9373136162757874,0.9585546851158142,0.8197042942047119
clean_global,clean_global,color_s3,color_attenuation,3,val,2.197198903975547,0.5836972337804305,0.8470218838440592,0.6826446485814321,0.7006991188605013,0.5014996862484077,0.23444277782962747,0.026804605041047855,0.7883130586471717,0.05935078647255692,0.8288451433181763,0.8580623865127563,0.6670727133750916
pooled,pooled,color_s3,color_attenuation,3,val,2.28497280189414,0.5836972337804305,0.8470218838440592,0.6826446485814321,0.7006991188605013,0.5040589572813594,0.23543244373489913,0.03221178072920693,0.7877485864420737,0.05948985961428809,0.8184478878974915,0.8477382063865662,0.6562703251838684
per_degradation,per_degradation,color_s3,color_attenuation,3,val,2.1902632567306903,0.5836972337804305,0.8470218838440592,0.6826446485814321,0.7006991188605013,0.5013540128594665,0.2343766825384201,0.02642899622213179,0.7883570260171615,0.05933985183151005,0.8296554088592529,0.8588643670082092,0.6679292917251587
raw,none,turbidity_s1,turbidity,1,val,1.0,0.6042110497286295,0.8563151599065354,0.69601964909081,0.7217763281934677,0.7376919865063881,0.23959547190542815,0.08887389551505108,0.7945026687927726,0.05436783420064904,0.9451890587806702,0.9633022546768188,0.8372400999069214
clean_global,clean_global,turbidity_s1,turbidity,1,val,2.197198903975547,0.6042110497286295,0.8563151599065354,0.69601964909081,0.7217763281934677,0.5016740282920942,0.22724209782558308,0.021080550441319387,0.7897647780714836,0.055357439491291,0.8414236903190613,0.8678075075149536,0.6841846704483032
pooled,pooled,turbidity_s1,turbidity,1,val,2.28497280189414,0.6042110497286295,0.8563151599065354,0.69601964909081,0.7217763281934677,0.5030726207082856,0.2280543801265583,0.025390153762372292,0.7891949651474525,0.0554781703393408,0.8312252759933472,0.8577405214309692,0.6732026934623718
per_degradation,per_degradation,turbidity_s1,turbidity,1,val,2.2493760364147004,0.6042110497286295,0.8563151599065354,0.69601964909081,0.7217763281934677,0.5023396817153629,0.2276917933691945,0.023510537870129057,0.7894281111160922,0.055428810818865235,0.8353956937789917,0.8618646860122681,0.6776487827301025
raw,none,turbidity_s2,turbidity,2,val,1.0,0.5961659098184765,0.8518616837453624,0.6894182482941377,0.715903619738951,0.7264487583706186,0.2438958092185823,0.09128122684815247,0.8004292090111227,0.05395832821248875,0.9431426525115967,0.9626159071922302,0.8311625719070435
clean_global,clean_global,turbidity_s2,turbidity,2,val,2.197198903975547,0.5961659098184765,0.8518616837453624,0.6894182482941377,0.715903619738951,0.5003147244997764,0.23027880587352828,0.01889176002208902,0.795716428740161,0.05524963639167041,0.8379285335540771,0.8659543395042419,0.6767679452896118
pooled,pooled,turbidity_s2,turbidity,2,val,2.28497280189414,0.5961659098184765,0.8518616837453624,0.6894182482941377,0.715903619738951,0.5020940986035258,0.23107131793981636,0.024187915861659748,0.7951542808862099,0.055387413123211875,0.8276737928390503,0.855828583240509,0.6657708287239075
per_degradation,per_degradation,turbidity_s2,turbidity,2,val,2.2493760364147004,0.5961659098184765,0.8518616837453624,0.6894182482941377,0.715903619738951,0.5012100548504694,0.23071593926196046,0.02151261111187687,0.7953841573076492,0.055331236479068624,0.8318657279014587,0.8599756360054016,0.6702218055725098
raw,none,turbidity_s3,turbidity,3,val,1.0,0.5753770169562644,0.8436403782581812,0.6688585821748327,0.6948432613878095,0.747124416098747,0.25771910042886137,0.09560429147047492,0.7916443375137134,0.05969884230474439,0.9392392635345459,0.9595760107040405,0.8295120596885681
clean_global,clean_global,turbidity_s3,turbidity,3,val,2.197198903975547,0.5753770169562644,0.8436403782581812,0.6688585821748327,0.6948432613878095,0.5143041124445481,0.2417688756228582,0.021581194232197645,0.7888186015512357,0.061312809987074904,0.833451509475708,0.8628689646720886,0.6747294664382935
pooled,pooled,turbidity_s3,turbidity,3,val,2.28497280189414,0.5753770169562644,0.8436403782581812,0.6688585821748327,0.6948432613878095,0.5158431011066408,0.2423760321223754,0.02403300432971555,0.7884065357246236,0.061461891096526215,0.8232471346855164,0.852817177772522,0.6637011766433716
per_degradation,per_degradation,turbidity_s3,turbidity,3,val,2.2493760364147004,0.5753770169562644,0.8436403782581812,0.6688585821748327,0.6948432613878095,0.5150554259981013,0.24209581081907136,0.022364181057473356,0.7885758759171949,0.0614012354848366,0.8274174928665161,0.8569334149360657,0.6681639552116394
raw,none,lowlight_s1,lowlight,1,val,1.0,0.5921662395518814,0.8505181206597222,0.6911770959922647,0.711115366059032,0.7353459028711421,0.24611071672976653,0.09117851462755232,0.8002733812182166,0.05572567836050873,0.9416951537132263,0.9614807963371277,0.8291195034980774
clean_global,clean_global,lowlight_s1,lowlight,1,val,2.197198903975547,0.5921662395518814,0.8505181206597222,0.6911770959922647,0.711115366059032,0.5062388945569368,0.2319318502460985,0.018657865824106713,0.7967389481363113,0.05649801448314988,0.8359460234642029,0.8645236492156982,0.6733455657958984
pooled,pooled,lowlight_s1,lowlight,1,val,2.28497280189414,0.5921662395518814,0.8505181206597222,0.6911770959922647,0.711115366059032,0.5079714301151409,0.23271216395420208,0.02487580320590896,0.7962543148575858,0.05660347470118178,0.8256423473358154,0.854349672794342,0.6623041033744812
per_degradation,per_degradation,lowlight_s1,lowlight,1,val,2.328063259646498,0.5921662395518814,0.8505181206597222,0.6911770959922647,0.711115366059032,0.5093046940262096,0.23320149577008717,0.030031235441047285,0.7960098689123655,0.05665648286244718,0.820486843585968,0.8492350578308105,0.6569163203239441
