comparison,method,target_alpha,seed,metric,mean_improvement,ci95_low,ci95_high,iterations,cluster_unit,clusters
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.15,20260722.0,worst_condition_risk_excess_reduction,0.036047341321921535,0.02317034658643722,0.049179439818957164,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.15,20260722.0,lowlight_s3_risk_excess_reduction,0.05878385803076177,0.04620246297615255,0.07072868927443031,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.15,20260722.0,blur_s3_risk_excess_reduction,-0.0037211258566345997,-0.008441486549479859,0.0007059505334295052,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.15,20260723.0,coverage_improvement,-0.05425184404636443,-0.07155979978925166,-0.037521601685985076,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.15,20260723.0,risk_excess_reduction,0.007295868270861061,0.0034051982235273805,0.011181972925315798,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.15,20260723.0,worst_condition_risk_excess_reduction,0.036942255086764256,0.02477532176267045,0.050445564151076504,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.15,20260723.0,lowlight_s3_risk_excess_reduction,0.05878385803076177,0.04589304266201994,0.07142964527790716,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.15,20260723.0,blur_s3_risk_excess_reduction,-0.002645191063050969,-0.006612092874711192,0.0011967993330783842,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.15,20260724.0,coverage_improvement,-0.05425184404636443,-0.07206757112750245,-0.03729728661749194,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.15,20260724.0,risk_excess_reduction,0.007295868270861061,0.0037178392259622725,0.011190298363625895,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.15,20260724.0,worst_condition_risk_excess_reduction,0.036942255086764256,0.024477415407591876,0.05035274523688588,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.15,20260724.0,lowlight_s3_risk_excess_reduction,0.05878385803076177,0.047287963933014335,0.07158967507300314,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.15,20260724.0,blur_s3_risk_excess_reduction,-0.002645191063050969,-0.006578840913176488,0.0019402669538437778,1000,sample_id_with_all_13_conditions,146
