split,condition,degradation_type,severity,boundary_radius,score,region,pixels,error_rate,error_auroc,error_auprc,aurc,oracle_aurc,eaurc,unique_score_count,tie_group_count,largest_tie_group,tied_pixel_fraction,score_dtype,sort_seconds,metric_seconds,risk_at_90_coverage,risk_at_80_coverage,risk_at_70_coverage,top_5_uncertainty_precision,top_5_uncertainty_recall,top_10_uncertainty_precision,top_10_uncertainty_recall,top_20_uncertainty_precision,top_20_uncertainty_recall,peak_process_rss_mb
confirmation,clean,clean,0,3,probability_margin,boundary,7003338.0,0.414973973839332,0.5893182702646146,0.4963370199469497,0.3661995025159992,0.1013421392499208,0.2648573632660783,5206670.0,1363931.0,27.0,0.45129893773512,float32,7.540542599977925,0.7521967999637127,0.3989390774717773,0.3840104121766207,0.3696071213926474,0.5676358232881268,0.0683941670053101,0.559288139659077,0.1347767172492768,0.5388279021152764,0.2596924578221136,4761.6640625
confirmation,clean,clean,0,3,probability_margin,interior,68346678.0,0.188219945379057,0.7688756647638502,0.4196063271036419,0.0815897791247015,0.0189428241800958,0.0626469549446057,15206581.0,12472984.0,101.0,0.9600039522037924,float32,7.540542599977925,2.233617199934088,0.1531173155759775,0.124948829353321,0.1008316111087015,0.5392576626851648,0.1432520016354325,0.5041437272446884,0.2678482033250706,0.4413043910838097,0.4689241654052857,4761.6640625
confirmation,clean,clean,0,3,logit_margin,full,75350016.0,0.2092953901960684,0.762275643167668,0.4322009546596828,0.0941660097452846,0.0236135783824398,0.0705524313628448,9716867.0,5122995.0,459.0,0.9390328994754296,float32,7.4181425999850035,1.38681599998381,0.1755673587429961,0.1461651974096289,0.1197981193250901,0.5392901402964839,0.1288346982749621,0.512847702849537,0.2450353682390818,0.4618161680647198,0.4413056514506819,4761.6640625
confirmation,clean,clean,0,3,logit_margin,boundary,7003338.0,0.414973973839332,0.5856039651846905,0.4925215907379401,0.36840642224393,0.1013421392499208,0.2670642829940092,3166408.0,1142101.0,76.0,0.7109511207369972,float32,7.4181425999850035,0.4523282999871298,0.3996389023965553,0.385236791523186,0.3714691584850246,0.560522550668681,0.06753709221276,0.5529897163353485,0.1332589292626839,0.5339226235862699,0.2573283192307397,4761.6640625
confirmation,clean,clean,0,3,logit_margin,interior,68346678.0,0.188219945379057,0.7676869124193123,0.4163395785778267,0.0821137679196505,0.0189428241800958,0.0631709437395546,8880822.0,4655622.0,455.0,0.9381798775940507,float32,7.4181425999850035,1.3348824999993667,0.1537024695876062,0.1253305453666851,0.1012475995541637,0.53220310180889,0.1413779810398729,0.4988773412256455,0.2650502075215202,0.4397775429618527,0.4673017569367659,4761.6640625
confirmation,clean,clean,0,3,energy,full,75350016.0,0.2092953901960684,0.6864702213145214,0.3242154618830237,0.1182443249446044,0.0236135783824398,0.0946307465621646,11434831.0,8501659.0,47.0,0.9610727089958416,float32,7.737621500040404,1.7335060000186786,0.1919231035023312,0.1712110364010704,0.1509382410100377,0.3584349708496724,0.0856289738492618,0.365645992624061,0.1747033280054835,0.3616328170848528,0.3455717165519655,4761.6640625
confirmation,clean,clean,0,3,energy,boundary,7003338.0,0.414973973839332,0.5496128915708608,0.4451669510765054,0.3764187307167735,0.1013421392499208,0.2750765914668526,4194569.0,1776504.0,11.0,0.654726788854115,float32,7.737621500040404,0.6137795000104234,0.4109387506435422,0.4048519001026475,0.396072118257068,0.4372294743174927,0.0526815688144749,0.4512910982474076,0.1087516942209474,0.4554623222633772,0.2195137435340889,4761.6640625
confirmation,clean,clean,0,3,energy,interior,68346678.0,0.188219945379057,0.6922257509943294,0.3012798078585909,0.1031462914129325,0.0189428241800958,0.0842034672328366,11252132.0,8300073.0,42.0,0.9568075715399073,float32,7.737621500040404,1.6649891999550164,0.1709309016087931,0.1509080004125292,0.1311777919329692,0.3341323967747958,0.0887611580907273,0.3438213458210406,0.1826699902551327,0.3374677160617019,0.3585886981926909,4761.6640625
confirmation,clean,clean,0,3,local_disagreement,full,75350016.0,0.2092953901960684,0.5259342212206625,0.231516022277202,0.2005935736971254,0.0236135783824398,0.1769799953146856,9.0,9.0,73216942.0,1.0,float32,2.860638799960725,0.0003415000392124,0.2004732866335772,0.2004732866335772,0.2004732866335772,0.3769153485168704,0.0900438772618327,0.2886943175752237,0.137936307450576,0.2445838021044005,0.2337211678280625,4761.6640625
confirmation,clean,clean,0,3,local_disagreement,boundary,7003338.0,0.414973973839332,0.5225440987081273,0.4308327451781366,0.4033292625160514,0.1013421392499208,0.3019871232661305,9.0,9.0,5968025.0,1.0,float32,0.1867919999640435,0.0002586999908089,0.4048981964123609,0.4025644999811495,0.4025644999811495,0.5160563211777575,0.062179377633927,0.5056560532152902,0.1218525087106706,0.4646118515526971,0.2239234330466981,4761.6640625
confirmation,clean,clean,0,3,local_disagreement,interior,68346678.0,0.188219945379057,0.5183027410813125,0.2048840546943779,0.1825829916426972,0.0189428241800958,0.1636401674626014,9.0,9.0,67248917.0,1.0,float32,1.865546999964863,0.0002186000347137,0.1825386422208108,0.1825386422208108,0.1825386422208108,0.2961647020607444,0.0786751664736804,0.2393516721407777,0.1271659486792397,0.2109451571807943,0.2241475130903581,4761.6640625
confirmation,color_s1,color_attenuation,1,3,raw_msp,full,75350016.0,0.2109985484276473,0.7604312606267102,0.4412998004746696,0.0958626131917804,0.0240153680252041,0.0718472451665763,7200208.0,5783978.0,432368.0,0.9812046489810964,float32,6.796888999990188,1.258457800024189,0.1768081983761265,0.1474998603600168,0.1209732809207845,0.5595961885610645,0.1326066511920689,0.5187117402224977,0.2458366522537881,0.4649932851156951,0.440754984586623,6016.81640625
