method,condition,split,class_id,class_name,iou,dice,accuracy,classwise_ece
clean_global,color_s2,calibration,3,wrecks_ruins,0.7611562153285361,0.8643823968636941,0.8400098139288351,0.006423739977448074
clean_global,color_s2,calibration,4,robots_instruments,0.7324972801317299,0.8455970332906204,0.7957420302817352,0.0036184079155778923
clean_global,color_s2,calibration,5,reefs_invertebrates,0.7064061983851634,0.8279461233247538,0.85050428801759,0.029308231308309604
clean_global,color_s2,calibration,6,fish_vertebrates,0.6984904603108467,0.8224838191708342,0.7961496262302193,0.019090590875687694
clean_global,color_s2,calibration,7,seafloor_rocks,0.4477751888074726,0.6185700546178077,0.5841955440594125,0.03596681756209039
pooled,color_s2,calibration,0,background_waterbody,0.8775579949358187,0.9347865656376879,0.9550355214212036,0.024569504094824668
pooled,color_s2,calibration,1,human_divers,0.732529100281345,0.8456182354020948,0.8134207744037715,0.009386830894333025
pooled,color_s2,calibration,2,aquatic_plants,0.1754197756215241,0.29848021831820515,0.25700032059552574,0.012260238610804086
pooled,color_s2,calibration,3,wrecks_ruins,0.7611562153285361,0.8643823968636941,0.8400098139288351,0.00845823144214741
pooled,color_s2,calibration,4,robots_instruments,0.7324972801317299,0.8455970332906204,0.7957420302817352,0.004117645242235973
pooled,color_s2,calibration,5,reefs_invertebrates,0.7064061983851634,0.8279461233247538,0.85050428801759,0.02678904868987948
pooled,color_s2,calibration,6,fish_vertebrates,0.6984904603108467,0.8224838191708342,0.7961496262302193,0.02168557704136002
pooled,color_s2,calibration,7,seafloor_rocks,0.4477751888074726,0.6185700546178077,0.5841955440594125,0.03271669391346821
per_degradation,color_s2,calibration,0,background_waterbody,0.8775579949358187,0.9347865656376879,0.9550355214212036,0.020575481362051153
per_degradation,color_s2,calibration,1,human_divers,0.732529100281345,0.8456182354020948,0.8134207744037715,0.008341898149824464
per_degradation,color_s2,calibration,2,aquatic_plants,0.1754197756215241,0.29848021831820515,0.25700032059552574,0.010559809697655761
per_degradation,color_s2,calibration,3,wrecks_ruins,0.7611562153285361,0.8643823968636941,0.8400098139288351,0.0062675845446845116
per_degradation,color_s2,calibration,4,robots_instruments,0.7324972801317299,0.8455970332906204,0.7957420302817352,0.0035808866569425994
per_degradation,color_s2,calibration,5,reefs_invertebrates,0.7064061983851634,0.8279461233247538,0.85050428801759,0.02955802161966558
per_degradation,color_s2,calibration,6,fish_vertebrates,0.6984904603108467,0.8224838191708342,0.7961496262302193,0.018889472571563006
per_degradation,color_s2,calibration,7,seafloor_rocks,0.4477751888074726,0.6185700546178077,0.5841955440594125,0.03622114429494176
